name,price,description,stock,sku,category,tag,weight,dimension,scraping_method
Yveltal,59.0,"When its life comes to an end, it absorbs the life energy of every living thing and turns into a cocoon once more.",215 in stock,4540,"Destruction, Pokemon","Dark Aura, Destruction, yveltal",447.5 kg,19 x 19 x 19 cm,Selenium
Zygarde,83.0,It’s thought to be monitoring the ecosystem. There are rumors that even greater power lies hidden within it.,80 in stock,5609,"Order, Pokemon","Aura Break, Order, zygarde",672.4 kg,16 x 16 x 16 cm,Selenium
Diancie,27.0,It can instantly create many diamonds by compressing the carbon in the air between its hands.,231 in stock,1266,"Jewel, Pokemon","Clear Body, diancie, Jewel",19.4 kg,2 x 2 x 2 cm,Selenium
Hoopa,189.0,"It is said to be able to seize anything it desires with its six rings and six huge arms. With its power sealed, it is transformed into a much smaller form.",45 in stock,3194,"Mischief, Pokemon","hoopa, Magician, Mischief",19.8 kg,1 x 1 x 1 cm,Selenium
Volcanion,45.0,It expels its internal steam from the arms on its back. It has enough power to blow away a mountain.,238 in stock,4693,"Pokemon, Steam","Steam, volcanion, Water Absorb",429.9 kg,5 x 5 x 5 cm,Selenium
Dartrix,169.0,It throws sharp feathers called blade quills at enemies or prey. It seldom misses.,169 in stock,4851,"Blade Quill, Pokemon","Blade Quill, dartrix, Overgrow",35.3 kg,2 x 2 x 2 cm,Selenium
Decidueye,106.0,"Although basically cool and cautious, when it’s caught by surprise, it’s seized by panic.",268 in stock,7059,"Arrow Quill, Pokemon","Arrow Quill, decidueye, Overgrow",80.7 kg,5 x 5 x 5 cm,Selenium
Litten,132.0,It doesn’t allow its emotions to be easily seen. Earning its trust takes time. It prefers solitude.,150 in stock,6456,"Fire Cat, Pokemon","Blaze, Fire Cat, litten",9.5 kg,1 x 1 x 1 cm,Selenium
Torracat,184.0,"It boasts powerful front legs. With a single punch, it can bend an iron bar right over.",186 in stock,9406,"Fire Cat, Pokemon","Blaze, Fire Cat, torracat",55.1 kg,2 x 2 x 2 cm,Selenium
Incineroar,36.0,"After hurling ferocious punches and flinging furious kicks, it finishes opponents off by spewing fire from around its navel.",201 in stock,5027,"Heel, Pokemon","Blaze, Heel, incineroar",183 kg,5 x 5 x 5 cm,Selenium
Popplio,158.0,This Pokémon can control water bubbles. It practices diligently so it can learn to make big bubbles.,83 in stock,7912,"Pokemon, Sea Lion","popplio, Sea Lion, Torrent",16.5 kg,1 x 1 x 1 cm,Selenium
Brionne,172.0,"It cares deeply for its companions. When its Trainer is feeling down, it performs a cheery dance to try and help.",174 in stock,9296,"Pokemon, Pop Star","brionne, Pop Star, Torrent",38.6 kg,2 x 2 x 2 cm,Selenium
Primarina,143.0,Its singing voice is its chief weapon in battle. This Pokémon’s Trainer must prioritize the daily maintenance of its throat at all costs.,36 in stock,2133,"Pokemon, Soloist","primarina, Soloist, Torrent",97 kg,5 x 5 x 5 cm,Selenium
Pikipek,51.0,"This Pokémon feeds on berries, whose leftover seeds become the ammunition for the attacks it fires off from its mouth.",246 in stock,3914,"Pokemon, Woodpecker","Keen Eye, pikipek, Woodpecker",2.6 kg,1 x 1 x 1 cm,Selenium
Trumbeak,59.0,"By bending its beak, it can produce a variety of calls and brand itself a noisy nuisance for its neighbors.",30 in stock,2185,"Bugle Beak, Pokemon","Bugle Beak, Keen Eye, trumbeak",32.6 kg,2 x 2 x 2 cm,Selenium
Toucannon,77.0,"Within its beak, its internal gas ignites, explosively launching seeds with enough power to pulverize boulders.",176 in stock,9306,"Cannon, Pokemon","Cannon, Keen Eye, toucannon",57.3 kg,3 x 3 x 3 cm,Selenium
Yungoos,159.0,"It wanders around in a never-ending search for food. At dusk, it collapses from exhaustion and falls asleep on the spot.",180 in stock,1383,"Loitering, Pokemon","Loitering, Strong Jaw, yungoos",13.2 kg,1 x 1 x 1 cm,Selenium
Gumshoos,123.0,"It adores having Rattata and Raticate for dinner, but as it’s diurnal, it never encounters them. This Pokémon boasts incredible patience.",125 in stock,3078,"Pokemon, Stakeout","gumshoos, Stakeout, Strong Jaw",31.3 kg,2 x 2 x 2 cm,Selenium
Grubbin,77.0,They often gather near places frequented by electric Pokémon in order to avoid being attacked by bird Pokémon.,47 in stock,3728,"Larva, Pokemon","grubbin, Larva, Swarm",9.7 kg,1 x 1 x 1 cm,Selenium
Charjabug,76.0,"From the food it digests, it generates electricity, and it stores this energy in its electric sac.",21 in stock,8497,"Battery, Pokemon","Battery, charjabug",23.1 kg,1 x 1 x 1 cm,Selenium
Vikavolt,88.0,It produces electricity via an electrical organ in its abdomen. It overwhelms bird Pokémon with shocking beams of electrical energy.,62 in stock,8322,"Pokemon, Stag Beetle","Levitate, Stag Beetle, vikavolt",99.2 kg,4 x 4 x 4 cm,Selenium
Crabrawler,181.0,"It punches so much, its pincers often come off from overuse, but they grow back quickly. What little meat they contain is rich and delicious.",212 in stock,5483,"Boxing, Pokemon","Boxing, crabrawler, Hyper Cutter",15.4 kg,2 x 2 x 2 cm,Selenium
Crabominable,65.0,"It just throws punches indiscriminately. In times of desperation, it can lop off its own pincers and fire them like rockets.",188 in stock,3027,"Pokemon, Woolly Crab","crabominable, Hyper Cutter, Woolly Crab",396.8 kg,5 x 5 x 5 cm,Selenium
Cutiefly,118.0,Myriads of Cutiefly flutter above the heads of people who have auras resembling those of flowers.,23 in stock,3090,"Bee Fly, Pokemon","Bee Fly, cutiefly, Shield Dust",0.4 kg,5 x 5 x 5 cm,Selenium
Ribombee,100.0,Some of Ribombee’s pollen puffs are highly nutritious. They are sometimes sold as supplements.,233 in stock,4694,"Bee Fly, Pokemon","Bee Fly, ribombee, Shield Dust",1.1 kg,5 x 5 x 5 cm,Selenium
Rockruff,149.0,This Pokémon has lived with people since times long ago. It can sense when its Trainer is in the dumps and will stick close by its Trainer’s side.,296 in stock,9049,"Pokemon, Puppy","Keen Eye, Puppy, rockruff",20.3 kg,1 x 1 x 1 cm,Selenium
Mareanie,47.0,It’s found crawling on beaches and seafloors. The coral that grows on Corsola’s head is as good as a five-star banquet to this Pokémon.,99 in stock,2097,"Brutal Star, Pokemon","Brutal Star, Limber, mareanie",17.6 kg,1 x 1 x 1 cm,Selenium
Toxapex,91.0,"Those attacked by Toxapex’s poison will suffer intense pain for three days and three nights. Post-recovery, there will be some aftereffects.",37 in stock,2160,"Brutal Star, Pokemon","Brutal Star, Limber, toxapex",32 kg,2 x 2 x 2 cm,Selenium
Mudbray,96.0,"It has a stubborn, individualistic disposition. Eating dirt, making mud, and playing in the mire all form part of its daily routine.",117 in stock,9977,"Donkey, Pokemon","Donkey, mudbray, Own Tempo",242.5 kg,3 x 3 x 3 cm,Selenium
Mudsdale,111.0,"Its heavy, mud-covered kicks are its best means of attack, and it can reduce large trucks to scrap without breaking a sweat.",136 in stock,6401,"Draft Horse, Pokemon","Draft Horse, mudsdale, Own Tempo",2028.3 kg,8 x 8 x 8 cm,Selenium
Dewpider,84.0,"When it comes across enemies or potential prey, this Pokémon smashes its water-bubble-covered head into them.",23 in stock,1034,"Pokemon, Water Bubble","dewpider, Water Bubble",8.8 kg,1 x 1 x 1 cm,Selenium
Araquanid,48.0,"Despite what its appearance suggests, it cares for others. If it finds vulnerable, weak Pokémon, it protectively brings them into its water bubble.",281 in stock,8489,"Pokemon, Water Bubble","araquanid, Water Bubble",180.8 kg,5 x 5 x 5 cm,Selenium
Fomantis,104.0,They give off a sweet and refreshing scent. Cutiefly often gather near the tall grass where Fomantis are hiding.,209 in stock,9109,"Pokemon, Sickle Grass","fomantis, Leaf Guard, Sickle Grass",3.3 kg,1 x 1 x 1 cm,Selenium
Lurantis,159.0,It fires beams from its sickle-shaped petals. These beams are powerful enough to cleave through thick metal plates.,269 in stock,1903,"Bloom Sickle, Pokemon","Bloom Sickle, Leaf Guard, lurantis",40.8 kg,2 x 2 x 2 cm,Selenium
Morelull,87.0,"As it drowses the day away, it nourishes itself by sucking from tree roots. It wakens at the fall of night, wandering off in search of a new tree.",71 in stock,8895,"Illuminating, Pokemon","Effect Spore, Illuminating, morelull",3.3 kg,2 x 2 x 2 cm,Selenium
Shiinotic,75.0,"It emits flickering spores that cause drowsiness. When its prey succumb to sleep, this Pokémon feeds on them by sucking in their energy.",123 in stock,1758,"Illuminating, Pokemon","Effect Spore, Illuminating, shiinotic",25.4 kg,3 x 3 x 3 cm,Selenium
Salandit,158.0,"Volcanoes or dry, craggy places are its home. It emanates a sweet-smelling poisonous gas that attracts bug Pokémon, then attacks them.",54 in stock,7448,"Pokemon, Toxic Lizard","Corrosion, salandit, Toxic Lizard",10.6 kg,2 x 2 x 2 cm,Selenium
Salazzle,166.0,"Filled with pheromones, its poisonous gas can be diluted to use in the production of luscious perfumes.",142 in stock,4114,"Pokemon, Toxic Lizard","Corrosion, salazzle, Toxic Lizard",48.9 kg,3 x 3 x 3 cm,Selenium
Stufful,70.0,A touch from anyone except a known friend sends it into a surging frenzy. It’s an incredibly dangerous Pokémon.,69 in stock,6729,"Flailing, Pokemon","Flailing, Klutz, stufful",15 kg,1 x 1 x 1 cm,Selenium
Bewear,117.0,This Pokémon has the habit of hugging its companions. Many Trainers have left this world after their spines were squashed by its hug.,96 in stock,7159,"Pokemon, Strong Arm","bewear, Klutz, Strong Arm",297.6 kg,6 x 6 x 6 cm,Selenium
Bounsweet,193.0,"Although it’s too sugary for human consumption, Bounsweet’s sweat can be watered down into a juice with just the right amount of sweetness.",76 in stock,6963,"Fruit, Pokemon","bounsweet, fruit, Oblivious",7.1 kg,1 x 1 x 1 cm,Selenium
Steenee,27.0,This Pokémon is always bouncing around energetically. Other Pokémon are attracted by its lively appearance and pleasant aroma.,30 in stock,9509,"Fruit, Pokemon","fruit, Oblivious, steenee",18.1 kg,2 x 2 x 2 cm,Selenium
Tsareena,186.0,"A Pokémon known for the beauty of its well-shaped legs, it sometimes appears as a mascot in advertisements for beauty salons.",96 in stock,1097,"Fruit, Pokemon","fruit, Leaf Guard, tsareena",47.2 kg,3 x 3 x 3 cm,Selenium
Comfey,28.0,"Baths prepared with the flowers from its vine have a relaxing effect, so this Pokémon is a hit with many people.",266 in stock,1719,"Pokemon, Posy Picker","comfey, Flower Veil, Posy Picker",0.7 kg,3 x 3 x 3 cm,Selenium
Oranguru,139.0,"Deep in the jungle, high in the lofty canopy, this Pokémon abides. On rare occasions, it shows up at the beach to match wits with Slowking.",241 in stock,6539,"Pokemon, Sage","Inner Focus, oranguru, Sage",167.6 kg,4 x 4 x 4 cm,Selenium
Passimian,182.0,"They battle with hard berries for weapons. Their techniques are passed from the boss to the group, generation upon generation.",144 in stock,8046,"Pokemon, Teamwork","passimian, Receiver, Teamwork",182.5 kg,6 x 6 x 6 cm,Selenium
Wimpod,137.0,"Its habitat varies from beaches to seabeds. A natural scavenger, it will gleefully chow down on anything edible, no matter how rotten.",87 in stock,2207,"Pokemon, Turn Tail","Turn Tail, Wimp Out, wimpod",26.5 kg,1 x 1 x 1 cm,Selenium
Golisopod,32.0,"It battles skillfully with its six arms, but spends most of its time peacefully meditating in caves deep beneath the sea.",10 in stock,6420,"Hard Scale, Pokemon","Emergency Exit, golisopod, Hard Scale",238.1 kg,6 x 6 x 6 cm,Selenium
Sandygast,131.0,It takes control of anyone who puts a hand in its mouth. And so it adds to the accumulation of its sand-mound body.,276 in stock,7020,"Pokemon, Sand Heap","Sand Heap, sandygast, Water Compaction",154.3 kg,1 x 1 x 1 cm,Selenium
Palossand,187.0,Buried beneath the castle are masses of dried-up bones from those whose vitality it has drained.,19 in stock,8991,"Pokemon, Sand Castle","palossand, Sand Castle, Water Compaction",551.2 kg,4 x 4 x 4 cm,Selenium
Pyukumuku,97.0,These Pokémon line the beaches. The sticky mucous that covers their bodies can be used to soothe sunburned skin. How convenient!,191 in stock,3988,"Pokemon, Sea Cucumber","Innards Out, pyukumuku, Sea Cucumber",2.6 kg,1 x 1 x 1 cm,Selenium
Silvally,133.0,"Although its name was Type: Null at first, the boy who evolved it into this form gave it the name by which it is now known.",64 in stock,5805,"Pokemon, Synthetic","RKS System, silvally, Synthetic",221.6 kg,7 x 7 x 7 cm,Selenium
Komala,65.0,The log it holds was given to it by its parents at birth. It has also been known to cling to the arm of a friendly Trainer.,231 in stock,4350,"Drowsing, Pokemon","Comatose, Drowsing, komala",43.9 kg,1 x 1 x 1 cm,Selenium
Turtonator,117.0,It gushes fire and poisonous gases from its nostrils. Its dung is an explosive substance and can be put to various uses.,16 in stock,4932,"Blast Turtle, Pokemon","Blast Turtle, Shell Armor, turtonator",467.4 kg,6 x 6 x 6 cm,Selenium
Togedemaru,45.0,The long hairs on its back act as lightning rods. The bolts of lightning it attracts are stored as energy in its electric sac.,78 in stock,9583,"Pokemon, Roly-Poly","Lightning Rod, Roly-Poly, togedemaru",7.3 kg,1 x 1 x 1 cm,Selenium
Drampa,133.0,This Pokémon is friendly to people and loves children most of all. It comes from deep in the mountains to play with children it likes in town.,245 in stock,7808,"Placid, Pokemon","drampa, placid, Sap Sipper",407.9 kg,9 x 9 x 9 cm,Selenium
Jangmo-o,107.0,They live in mountains where no trace of humans can be detected. Jangmo-o grow little by little as they battle one another.,140 in stock,9665,"Pokemon, Scaly","jangmo-o, Scaly, Soundproof",65.5 kg,2 x 2 x 2 cm,Selenium
Hakamo-o,57.0,It sheds and regrows its scales on a continuous basis. The scales become harder and sharper each time they’re regrown.,288 in stock,9648,"Pokemon, Scaly","hakamo-o, Scaly, Soundproof",103.6 kg,3 x 3 x 3 cm,Selenium
Kommo-o,170.0,"Its rigid scales function as offense and defense. In the past, its scales were processed and used to make weapons and other commodities.",121 in stock,3513,"Pokemon, Scaly","kommo-o, Scaly, Soundproof",172.4 kg,5 x 5 x 5 cm,Selenium
Tapu-koko,159.0,It confuses its enemies by flying too quickly for the eye to follow. It has a hair-trigger temper but forgets what made it angry an instant later.,215 in stock,9744,"Land Spirit, Pokemon","Electric Surge, Land Spirit, tapu-koko",45.2 kg,5 x 5 x 5 cm,Selenium
Tapu-lele,62.0,"As it flutters about, it scatters its strangely glowing scales. Touching them is said to restore good health on the spot.",71 in stock,3073,"Land Spirit, Pokemon","Land Spirit, Psychic Surge, tapu-lele",41 kg,3 x 3 x 3 cm,Selenium
Tapu-bulu,165.0,The guardian deity of Ula’ula is a lazy Pokémon. It commands plants to immobilize its foes and then deals them a savage blow with its horns.,175 in stock,2204,"Land Spirit, Pokemon","Grassy Surge, Land Spirit, tapu-bulu",100.3 kg,6 x 6 x 6 cm,Selenium
Tapu-fini,123.0,"The guardian deity of Poni, it can control water. People say it can create pure water that will wash away any uncleanness.",206 in stock,5525,"Land Spirit, Pokemon","Land Spirit, Misty Surge, tapu-fini",46.7 kg,4 x 4 x 4 cm,Selenium
Solgaleo,125.0,"This Pokémon is said to be a male evolution of Cosmog. At the activation of its third eye, it departs for another world.",260 in stock,4928,"Pokemon, Sunne","Full Metal Body, solgaleo, Sunne",507.1 kg,11 x 11 x 11 cm,Selenium
Lunala,58.0,"Said to live in another world, this Pokémon devours light, drawing the moonless dark veil of night over the brightness of day.",195 in stock,3888,"Moone, Pokemon","lunala, Moone, Shadow Shield",264.6 kg,13 x 13 x 13 cm,Selenium
Nihilego,67.0,"One of the Ultra Beasts. It’s unclear whether or not this Pokémon is sentient, but sometimes it can be observed behaving like a young girl.",180 in stock,6763,"Parasite, Pokemon","Beast Boost, nihilego, Parasite",122.4 kg,3 x 3 x 3 cm,Selenium
Buzzwole,172.0,A mysterious life-form called an Ultra Beast. Witnesses saw it pulverize a dump truck with a single punch.,43 in stock,5256,"Pokemon, Swollen","Beast Boost, buzzwole, Swollen",735.5 kg,7 x 7 x 7 cm,Selenium
Pheromosa,62.0,"One of the Ultra Beasts. It refuses to touch anything, perhaps because it senses some uncleanness in this world.",254 in stock,4102,"Lissome, Pokemon","Beast Boost, Lissome, pheromosa",55.1 kg,5 x 5 x 5 cm,Selenium
Xurkitree,174.0,"It appeared from the Ultra Wormhole. It raided a power plant, so people think it energizes itself with electricity.",120 in stock,3791,"Glowing, Pokemon","Beast Boost, Glowing, xurkitree",220.5 kg,12 x 12 x 12 cm,Selenium
Celesteela,151.0,One kind of Ultra Beast. Witnesses have seen it burn down a forest by expelling gas from its two arms.,58 in stock,9458,"Launch, Pokemon","Beast Boost, celesteela, Launch",2204.4 kg,30 x 30 x 30 cm,Selenium
Kartana,197.0,"One of the Ultra Beast life-forms, it was observed cutting down a gigantic steel tower with one stroke of its blade.",77 in stock,8035,"Drawn Sword, Pokemon","Beast Boost, Drawn Sword, kartana",0.2 kg,1 x 1 x 1 cm,Selenium
